"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","CMD_harvest","branch_number","CMD_1mon","CMD_3mon","CMD_6mon","height_1st_branch","yield_ha","root_weight_plot","vigor1_5","root_number_commercial","planted_number_plot","plant_type","height","harvest_number","root_type1_5","root_rot_number","germinated_number_plot","starch_content","root_peduncle1_3","root_shape1_6","carotenoid1_8","harvest_number_plan","germination_perc","yield_ha_v2","starch_yield_ha"
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0142_155",3,155,9,3,"test"," (Operator: lizbethpino, Time: )","VF21-0142","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,220,13.28125,8.5,5,NA,10,2,280,8,NA,8,10,8.98150925,NA,NA,NA,8,100,13.28125,1.19285669726562
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0146_215",3,215,12,14,"test"," (Operator: lizbethpino, Time: )","VF21-0146","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,190,NA,NA,4,NA,10,2,190,6,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0148_209",3,209,11,19,"test"," (Operator: lizbethpino, Time: )","VF21-0148","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,210,NA,NA,4,NA,10,2,210,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0149_158",3,158,9,6,"test"," (Operator: lizbethpino, Time: )","VF21-0149","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,205,NA,NA,5,NA,10,2,235,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0172_218",3,218,12,11,"test"," (Operator: lizbethpino, Time: )","VF21-0172","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",4,1,1,1,NA,175,NA,NA,5,NA,10,2,235,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0184_217",3,217,12,12,"test"," (Operator: lizbethpino, Time: )","VF21-0184","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,140,NA,NA,5,NA,10,4,215,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0197_208",3,208,11,18,"test"," (Operator: lizbethpino, Time: )","VF21-0197","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,135,NA,NA,4,NA,10,3,215,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0200_200",3,200,11,10,"test"," (Operator: lizbethpino, Time: )","VF21-0200","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,125,NA,NA,5,NA,10,2,220,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VF21-0202_222",3,222,12,7,"test"," (Operator: lizbethpino, Time: )","VF21-0202","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,300,NA,NA,5,NA,10,3,320,7,NA,8,7,NA,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0016_196",3,196,11,6,"test"," (Operator: lizbethpino, Time: )","VH21-0016","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,215,NA,NA,4,NA,10,2,260,5,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0019_194",3,194,11,4,"test"," (Operator: lizbethpino, Time: )","VH21-0019","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,90,NA,NA,4,NA,10,3,150,6,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0041_162",3,162,9,10,"test"," (Operator: lizbethpino, Time: )","VH21-0041","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,125,NA,NA,3,NA,10,3,190,6,NA,5,7,NA,NA,NA,NA,8,70,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0061_185",3,185,10,6,"test"," (Operator: lizbethpino, Time: )","VH21-0061","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,3,1,1,NA,30,NA,NA,5,NA,10,4,185,8,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0072_221",3,221,12,8,"test"," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )","VH21-0072","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,115,NA,NA,5,NA,10,2,180,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0095_180",3,180,10,11,"test"," (Operator: lizbethpino, Time: )","VH21-0095","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,205,NA,NA,5,NA,10,2,205,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0097_204",3,204,11,14,"test"," (Operator: lizbethpino, Time: )","VH21-0097","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,30,NA,NA,5,NA,10,5,285,7,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0127_202",3,202,11,12,"test"," (Operator: lizbethpino, Time: )","VH21-0127","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,50,NA,NA,5,NA,10,4,300,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0172_183",3,183,10,8,"test"," (Operator: lizbethpino, Time: )","VH21-0172","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,270,3.90625,2.5,5,NA,10,2,270,7,NA,8,10,NA,NA,NA,NA,8,100,3.90625,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0201_181",3,181,10,10,"test"," (Operator: lizbethpino, Time: )","VH21-0201","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,120,NA,NA,3,NA,10,4,210,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0203_195",3,195,11,5,"test"," (Operator: lizbethpino, Time: )","VH21-0203","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,85,NA,NA,3,NA,10,3,85,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0371_214",3,214,12,15,"test"," (Operator: lizbethpino, Time: )","VH21-0371","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,25,NA,NA,4,NA,10,5,145,8,NA,7,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0402_219",3,219,12,10,"test"," (Operator: lizbethpino, Time: )","VH21-0402","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,145,NA,NA,5,NA,10,3,185,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0421_227",3,227,12,2,"test"," (Operator: lizbethpino, Time: )","VH21-0421","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,2,NA,185,NA,NA,4,NA,10,2,185,7,NA,6,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0427_156",3,156,9,4,"test"," (Operator: lizbethpino, Time: )","VH21-0427","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,160,4.6875,3,4,NA,10,3,160,7,NA,7,9,20.38391101,NA,NA,NA,8,90,4.6875,0.95549582859375
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0439_170",3,170,9,18,"test"," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )","VH21-0439","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,170,NA,NA,5,NA,10,2,230,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0447_163",3,163,9,11,"test"," (Operator: lizbethpino, Time: )","VH21-0447","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,165,NA,NA,4,NA,10,3,180,8,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0477_174",3,174,10,17,"test"," (Operator: lizbethpino, Time: )","VH21-0477","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,170,NA,NA,3,NA,10,2,170,8,NA,7,10,20.52713684,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0500_213",3,213,12,16,"test"," (Operator: lizbethpino, Time: )","VH21-0500","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,165,NA,NA,5,NA,10,1,165,6,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0529_224",3,224,12,5,"test"," (Operator: lizbethpino, Time: )","VH21-0529","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,20,NA,NA,2,NA,10,3,250,7,NA,8,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0600_199",3,199,11,9,"test"," (Operator: lizbethpino, Time: ), potential (Operator: lizbethpino, Time: )","VH21-0600","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,135,NA,NA,5,NA,10,2,215,7,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0628_191",3,191,11,1,"test"," (Operator: lizbethpino, Time: )","VH21-0628","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,30,NA,NA,4,NA,10,4,135,0,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0681_192",3,192,11,2,"test"," (Operator: lizbethpino, Time: )","VH21-0681","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,260,NA,NA,5,NA,10,2,260,7,NA,7,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0708_225",3,225,12,4,"test"," (Operator: lizbethpino, Time: )","VH21-0708","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,300,NA,NA,2,NA,10,1,340,8,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0729_190",3,190,10,1,"test"," (Operator: lizbethpino, Time: )","VH21-0729","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,150,NA,NA,5,NA,10,3,185,7,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0737_206",3,206,11,16,"test"," (Operator: lizbethpino, Time: )","VH21-0737","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,20,NA,NA,5,NA,10,5,230,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-0779_164",3,164,9,12,"test"," (Operator: lizbethpino, Time: )","VH21-0779","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,20,NA,NA,NA,NA,10,5,185,8,NA,8,9,NA,NA,NA,NA,8,90,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-1041_189",3,189,10,2,"test"," (Operator: lizbethpino, Time: )","VH21-1041","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,110,NA,NA,3,NA,10,2,185,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-1081_211",3,211,12,18,"test"," (Operator: lizbethpino, Time: )","VH21-1081","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",3,0,1,1,NA,225,NA,NA,4,NA,10,1,225,6,NA,7,8,NA,NA,NA,NA,8,80,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-1087_171",3,171,9,19,"test"," (Operator: lizbethpino, Time: )","VH21-1087","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,190,NA,NA,5,NA,10,2,230,8,NA,8,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-1088_223",3,223,12,6,"test"," (Operator: lizbethpino, Time: )","VH21-1088","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,230,NA,NA,4,NA,10,1,255,8,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-1093_182",3,182,10,9,"test"," (Operator: lizbethpino, Time: )","VH21-1093","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,1,1,1,NA,160,NA,NA,5,NA,10,4,215,8,NA,2,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-1140_198",3,198,11,8,"test"," (Operator: lizbethpino, Time: )","VH21-1140","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,2,1,1,NA,100,NA,NA,4,NA,10,4,150,8,NA,7,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202301DMEPR_tani","202301DMEPR_tani",2,4,"2023-February-09","2023-December-08","Tay Ninh",NA,"202301DMEPR_tani_rep3_VH21-1145_203",3,203,11,13,"test"," (Operator: lizbethpino, Time: )","VH21-1145","test",11.67,106.1,20,NA,"Vietnam",NA,"tani",1,0,1,1,NA,145,NA,NA,3,NA,10,2,145,7,NA,6,10,NA,NA,NA,NA,8,100,NA,NA
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_CR24-16_15",1,15,2,8,"check"," (Operator: lizbethpino, Time: )","CR24-16","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,270,15.9375,10.2,NA,45,10,2,270,7,1,4,10,24,1,1,1,8,100,15.9375,3.825
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","202304DMPYT_dona_rep1_IBA980581_53",1,53,5,9,"check"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA980581","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,NA,1,1,315,37.8125,24.2,NA,74,10,2,315,8,1,0,10,22.7,1,1,1,8,100,37.8125,8.5834375
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_KM505_44",1,44,4,1,"test"," (Operator: lizbethpino, Time: )","KM505","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",2,0,1,2,2,295,54.0625,34.6,NA,99,10,1,295,8,1,2,10,32,1,3,1,8,100,54.0625,17.3
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_KU50_27",1,27,3,5,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,300,54.6875,35,NA,86,10,1,300,8,1,3,10,31,1,2,1,8,100,54.6875,16.953125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai","GBAZEKOUTE,OBAMA,TME 419","202304DMPYT_dona_rep1_TMEB419_10",1,10,1,10,"check"," (Operator: lizbethpino, Time: )","TMEB419","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,350,37.8125,24.2,NA,60,10,1,350,6,1,1,10,28.1,1,3,1,8,100,37.8125,10.6253125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0005_16",1,16,2,7,"test"," (Operator: lizbethpino, Time: )","VF21-0005","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,300,35.9375,23,NA,75,10,1,300,8,1,0,10,26.4,1,2,1,8,100,35.9375,9.4875
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0015_20",1,20,2,3,"test"," (Operator: lizbethpino, Time: )","VF21-0015","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,270,38.125,24.4,NA,66,10,1,270,8,1,1,10,25.7,3,3,1,8,100,38.125,9.798125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0017_24",1,24,3,2,"test"," (Operator: lizbethpino, Time: )","VF21-0017","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,3,1,1,1,160,36.5625,23.4,NA,71,10,2,280,7,1,0,10,29.4,1,1,1,8,100,36.5625,10.749375
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0055_22",1,22,2,1,"test"," (Operator: lizbethpino, Time: )","VF21-0055","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,2,1,1,1,250,57.1875,36.6,NA,90,10,1,300,8,2,4,10,28,2,2,1,8,100,57.1875,16.0125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0080_38",1,38,4,7,"test"," (Operator: lizbethpino, Time: )","VF21-0080","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,4,1,1,1,150,3.75,2.4,NA,9,10,3,310,1,2,1,10,31.5,1,3,1,8,100,3.75,1.18125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0084_36",1,36,4,9,"test"," (Operator: lizbethpino, Time: )","VF21-0084","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,3,1,1,1,155,27.8125,17.8,NA,38,10,3,340,7,2,2,10,29,1,3,1,8,100,27.8125,8.065625
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0109_42",1,42,4,3,"test"," (Operator: lizbethpino, Time: )","VF21-0109","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,300,43.4375,27.8,NA,83,10,1,300,8,1,0,10,28.1,1,1,1,8,100,43.4375,12.2059375
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0142_29",1,29,3,7,"test"," (Operator: lizbethpino, Time: )","VF21-0142","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1,1,250,22.03125,14.1,NA,43,10,1,340,7,2,2,10,27,1,3,1,8,100,22.03125,5.9484375
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0146_46",1,46,5,2,"test"," (Operator: lizbethpino, Time: )","VF21-0146","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,1,1,1,1,250,39.0625,25,NA,78,10,1,310,8,1,0,10,26.1,1,2,1,8,100,39.0625,10.1953125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0148_41",1,41,4,4,"test"," (Operator: lizbethpino, Time: )","VF21-0148","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,300,35.78125,22.9,NA,87,10,1,300,8,1,2,10,23.2,1,3,1,8,100,35.78125,8.30125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0149_26",1,26,3,4,"test"," (Operator: lizbethpino, Time: )","VF21-0149","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,250,37.5,24,NA,73,10,1,300,8,1,4,10,24.6,1,2,1,8,100,37.5,9.225
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0172_6",1,6,1,6,"test"," (Operator: lizbethpino, Time: )","VF21-0172","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,3,1,1,1,225,25,16,NA,53,10,2,350,8,2,3,10,31,1,3,1,8,100,25,7.75
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0184_21",1,21,2,2,"test"," (Operator: lizbethpino, Time: )","VF21-0184","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,350,31.875,20.4,NA,60,10,1,350,6,1,2,10,23,2,3,1,8,100,31.875,7.33125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0197_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","VF21-0197","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,5,1,1,1,100,47.5,30.4,NA,60,10,3,300,8,1,9,10,26,1,3,1,8,100,47.5,12.35
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0200_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","VF21-0200","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,300,12.5,8,NA,46,10,1,300,6,3,2,8,24.1,1,2,1,8,80,12.5,3.0125
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VF21-0202_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","VF21-0202","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,4,1,1,1,100,20.625,13.2,NA,28,10,3,300,8,2,6,10,23.1,2,3,1,8,100,20.625,4.764375
2023,"202304DMPYT_dona","202304DMPYT_dona",2,4,"2023-March-02","2023-December-08","Dong Nai",NA,"202304DMPYT_dona_rep1_VH21-0016_14",1,14,2,9,"test"," (Operator: lizbethpino, Time: )","VH21-0016","test",10.949,107.076,15,NA,"Vietnam",NA,"dona",1,0,1,1,1,350,43.125,27.6,NA,70,10,2,350,8,1,0,10,27,1,3,1,8,100,43.125,11.64375
